type,variable,action,logical,physical,task,period (ms)
paldd,hecu_brk_pedal_act,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_brk_worn_front,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_brk_worn_rear,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_cpd_active,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_driver_out,write,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_drp_active,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_drp_failed,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_epb_act_state_reliable,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_epb_apply_cmd,write,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_gen_diag_a_reliable,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_gen_diag_b_reliable,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_operating_mode,write,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_park_brk_wl,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_prnd,write,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,hecu_prnd_valid,write,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,ivi_avh_enable,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,operating_mode_ignition,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,park_brake_actuation_request,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,park_brake_engaged,write,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,regenerative_brake_active,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,temperature_ambient,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,vehicle_long_accel_reliable,read,Braking System Manager,safety_control_unit_primary,bsm_task,50
paldd,actual_closures_lock_vehicle,write,Closures manager,central_gateway,clr_control_closures_task,50
paldd,actual_closures_reardoor,write,Closures manager,central_gateway,clr_control_closures_task,50
paldd,authentication_level,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,charging_lid_open_state,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,closure_blink_request,write,Closures manager,central_gateway,clr_control_closures_task,50
paldd,closures_door_status,write,Closures manager,central_gateway,clr_control_closures_task,50
paldd,closures_hmi_scenario,write,Closures manager,central_gateway,clr_control_closures_task,50
paldd,fob_closures_lock_vehicle_action,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,ivi_closures_lock_vehicle_action,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,ivi_closures_reardoor_action,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,safety_doors_unlock_request,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,vehicle_speed,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,vehicle_speed_reliability,read,Closures manager,central_gateway,clr_control_closures_task,50
paldd,closure_button_action_scu,read,Closures manager,central_gateway,clr_gw_read_button_task,10
paldd,actual_closures_lock_lid,write,Closures manager,safety_control_unit_primary,clr_scu_control_task,50
paldd,charging_authentication_level,read,Closures manager,safety_control_unit_primary,clr_scu_control_task,50
paldd,charging_cable_plugged_in,read,Closures manager,safety_control_unit_primary,clr_scu_control_task,50
paldd,charging_lid_open_state,write,Closures manager,safety_control_unit_primary,clr_scu_control_task,50
paldd,closure_button_action_scu,write,Closures manager,safety_control_unit_primary,clr_scu_read_button_task,10
paldd,ambient_light_reliability,read,CMS manager,vehicle_control_unit,cmm_task,50
paldd,closures_door_status,read,CMS manager,vehicle_control_unit,cmm_task,50
paldd,ambient_light_level,read,CMS manager,vehicle_control_unit,cmm_task,50
paldd,cms_hmi_scenario,write,CMS manager,vehicle_control_unit,cmm_task,50
paldd,ivi_cms_brightness_setting,read,CMS manager,vehicle_control_unit,cmm_task,50
paldd,power_mode,read,CMS manager,vehicle_control_unit,cmm_task,50
paldd,ext_light_hmi_scenario,read,Driver Controls manager,safety_control_unit_primary,dcm_scu_task,50
paldd,hazard_lights_request,write,Driver Controls manager,safety_control_unit_primary,dcm_scu_task,50
paldd,light_button_action,write,Driver Controls manager,safety_control_unit_primary,dcm_scu_task,50
paldd,safety_hazard_lights_request,read,Driver Controls manager,safety_control_unit_primary,dcm_scu_task,50
paldd,active_gear,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,actual_closures_lock_vehicle,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,alarm_hazard_lights_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,alarm_sensors_off,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,audio_notification_request,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,brake_pedal_applied,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,cruise_control_active,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,cruise_control_hmi_scenario,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,cruise_velocity_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,dcm_hmi_scenario,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,exterior_lighting_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,fog_light_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,high_beam_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,horn_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_next,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_prev,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_scroll,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_source,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_toggle_widget,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_volume_down,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,media_volume_up,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_front_ll,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_front_ml,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_front_mr,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_front_rr,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_rear_ll,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_rear_ml,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_rear_mr,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,parking_sense_distance_rear_rr,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,safety_cruise_disable_request,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,starter_kill,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,stw_spdc_deactiv_butt_state,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,stw_spdc_func_selection,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,stw_spdc_set_min_butt_state,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,stw_spdc_set_plus_butt_state,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,turn_indication_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,vehicle_speed,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,vehicle_speed_reliability,read,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,washer_spray_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,wipe_request,write,Driver Controls manager,vehicle_control_unit,dcm_vcu_task,50
paldd,ac_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,active_gear,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_avh_status,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_closures_lock_lid,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_closures_lock_vehicle,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_closures_reardoor,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_grid_charging_current,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_headlight_level,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_max_charge_soc,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_regen_intensity,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,actual_wiper_service_mode,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,air_distribution_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,airbag_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ambient_light_level,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ambient_light_reliability,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,audio_notification_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,belt_reminder_status,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,blower_speed_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,brake_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,cabin_temp_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,cabin_temp_setpoint_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,charge_mode,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,charging_cable_locked,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,clim_contr_mode_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,closures_door_status,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,closures_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,cms_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,cruise_control_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,cruise_velocity_request,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,dcm_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,defog_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,drivetrain_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,esc_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,excessive_wheelspeed_status,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ext_light_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ext_wiper_and_washer_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,fob_closures_lock_vehicle_action,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,hv_current_draw,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,hvbs_system_voltage,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ic_okay,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_ac_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_air_distribution_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_avh_enable,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_blower_speed_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_cabin_temp_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_charge_action,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_clim_contr_mode_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_closures_hood_action,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_closures_lock_lid_action,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_closures_lock_vehicle_action,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_closures_reardoor_action,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_cms_brightness_setting,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_defog_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_headlight_level_setting,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_max_charge_soc_setting,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_recirculation_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_regen_intensity_setting,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,ivi_wiper_service_request,write,Driver Controls manager,central_gateway,dvi_task,50
paldd,light_button_action,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,lv_voltage_12v,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_next,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_prev,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_scroll,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_source,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_toggle_widget,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_volume_down,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,media_volume_up,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,odometer_reading,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_front_ll,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_front_ml,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_front_mr,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_front_rr,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_rear_ll,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_rear_ml,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_rear_mr,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,parking_sense_distance_rear_rr,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,power_mode,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,recirculation_actual,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,remaining_charge_time,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,remaining_energy_hv,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,remaining_energy_lv,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,safety_interior_lights_request,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc00_hood_l11_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc00_hood_l21_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc01_hood_l31_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc01_hood_l32_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc02_hood_r41_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc02_hood_r42_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc03_hood_r51_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc03_hood_r61_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc04_roof_l11_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc04_roof_l21_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc05_roof_l22_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc05_roof_l23_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc06_roof_l12_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc06_roof_l24_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc07_roof_r31_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc07_roof_r41_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc08_roof_r32_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc08_roof_r33_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc09_roof_r34_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc09_roof_r42_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc10_tail_l11_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc10_tail_l21_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc11_tail_l22_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc11_tail_l23_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc12_tail_r32_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc12_tail_r33_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc13_tail_r31_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,solar_dsc13_tail_r41_power,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ssc_hmi_scenario_drvr_action,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ssc_hmi_scenario_issue,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,ssc_hmi_scenario_telltale,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,state_of_charge_hv,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,state_of_charge_lv,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,temp_actual_hv_battery,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,temperature_ambient,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,tms_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,total_energy_hv_and_lv,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,trip_meter_reading,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_auxiliary_efficiency,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_cabin_climate_efficiency,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_driving_efficiency,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_power_auxiliaries,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_power_climate_control,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_power_driving,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_power_grid_charging,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_power_regen,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_power_solar_yield,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_range_remaining,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_regen_efficiency,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_speed,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_speed_reliability,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vehicle_total_efficiency,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,vpc_hmi_scenario,read,Driver Controls manager,central_gateway,dvi_task,50
paldd,lvbs_relay_enable,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_10ms,10
paldd,actual_grid_charging_current,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_input_power_obc_charge,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_max_charge_current,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_max_charge_soc,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_max_discharge_current,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_operating_mode_esc,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_power_hv_to_lv,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,actual_power_obc_charge,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_aux_link_volt,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_aux_req,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_charge_aval_req,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_cntr_state_aux1,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_isolation_error,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_isolation_req,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_isolation_state,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_max_mod_temp,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_min_mod_temp,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_range_req,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_sleep_req,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_state,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,bms_hvbs_state_request,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,brake_pedal_applied,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charge_action,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charge_allowed,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charge_current_en_external_limit,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charge_current_external_limit,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charge_mode,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charging_cable_locked,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,charging_cable_plugged_in,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,esc_hmi_scenario,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,esc_power_mode,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,esc_ready_to_charge,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hlc_state,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hv_battery_actual_power,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hv_bms_voltext,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hv_bus_voltage,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hv_current_draw,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hv_sop_charge,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hv_sop_discharge,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hvbs_system_voltage,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hvbs_temperature_cell_max,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hvbs_temperature_cell_min,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hvbs_voltage_cell_max,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,hvbs_voltage_cell_min,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,ivi_max_charge_soc_setting,read,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,lead_acid_battery_voltage,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
paldd,lv_available_for_use,write,Energy Storage Controller,safety_control_unit_primary,energy_controller_task_50ms,50
