type,variable,action,logical,physical,task,period (ms)
paldd,inv_bus_curr_rr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_fl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_fl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_fr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_fr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_rl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_rl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_rr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_bus_volt_rr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_fl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_fl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_fr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_fr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_rl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_rl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_rr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_inverter_temp_rr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_fl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_fl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_fr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_fr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_rl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_rl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_rr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_rot_spd_rr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_fl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_fl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_fr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_fr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_rl,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_rl_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_rr,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_motor_temp_rr_rel,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_regen_trq_setpoint,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,ivi_regen_intensity_setting,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,max_current_draw_dt,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,max_current_regen_dt,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,operating_mode_dt,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,regen_control_request,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,selected_gear,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,vehicle_speed,read,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,active_gear,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,acu_crash_detected,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,acu_ignition_request,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,bms_hvbs_aux_req,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,bms_hvbs_charge_aval_req,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,bms_hvbs_isolation_req,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,bms_hvbs_range_req,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,bms_hvbs_sleep_req,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,bms_hvbs_state_request,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,cruise_control_active,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,cruise_velocity_request,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_ambient_temp,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_avh_enable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_driver_out,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_epb_apply_cmd,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_operating_mode,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_prnd,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,hecu_prnd_valid,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_actual_unit_torque_fl,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_actual_unit_torque_fr,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_actual_unit_torque_rl,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_actual_unit_torque_rr,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_max_motor_torque_fl,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_max_motor_torque_fr,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_max_motor_torque_rl,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,inv_max_motor_torque_rr,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_2_1_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_2_2_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_2_3_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_2_4_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_3_1_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_3_2_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_3_3_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lv_cell_temp_3_4_reliable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,lvbs_relay_enable,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,odometer_reading,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,operating_mode_ignition,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,power_mode,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,spbr_steering_angle,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,spbr_steering_angle_cal,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,spbr_steering_angle_rate,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,stw_spdc_deactiv_butt_state,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,stw_spdc_func_selection,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,stw_spdc_set_min_butt_state,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,stw_spdc_set_plus_butt_state,read,Safety Supervisor control,safety_control_unit_primary,interface_inputs_manager_update,10
paldd,operating_mode_ignition,read,Steering manager,safety_control_unit_primary,scu_task_50ms,50
paldd,vehicle_speed,read,Steering manager,safety_control_unit_primary,scu_task_50ms,50
paldd,vehicle_speed_reliability,read,Steering manager,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_active_gear,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_active_vehicle_state,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_actual_avh_status,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_actual_closures_lock_lid,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_actual_grid_charging_current,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_actual_max_charge_soc,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_actual_operating_mode_dt,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_actual_regen_intensity,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_airbag_hmi_scenario,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_belt_reminder_status,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_brake_hmi_scenario,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_brake_pedal_applied,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_charge_mode,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_charging_cable_locked,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_charging_cable_plugged_in,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_charging_lid_open_state,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_closure_button_action_scu,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_crash_detected,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_esc_hmi_scenario,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_esc_power_mode,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_hazard_lights_request,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_hlc_state,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_hv_current_draw,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_hvbs_system_voltage,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lead_acid_battery_voltage,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_light_button_action,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lv_available_for_use,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lv_bms_voltage,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lv_error_flags,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lv_relay_state,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lv_relay_state_request,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_lv_voltage_12v,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_max_power_draw_tms,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_charger_state,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_0,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_1,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_2,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_3,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_4,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_5,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_6,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_7,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_8,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_obc_error_9,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_odometer_reading,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_operating_mode_ignition,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_operating_mode_lighting,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_operating_mode_tms,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_park_brake_engaged,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_inverter_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_inverter_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_inverter_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_inverter_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_motor_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_motor_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_motor_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_power_loss_motor_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_powerloss_hv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_powerloss_hvlv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_powerloss_obc,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_remaining_charge_time,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_remaining_energy_hv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_remaining_energy_lv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_safety_cruise_disable_request,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_safety_doors_unlock_request,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_safety_horn_request,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_safety_interior_lights_request,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_scu_power_supply_voltage,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_ssc_hmi_scenario_drvr_action,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_ssc_hmi_scenario_issue,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_ssc_hmi_scenario_telltale,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_ssc_power_mode,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_state_of_charge_hv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_state_of_charge_lv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_hv_battery,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_hv_lv_converter,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_int_high_hv_battery,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_int_low_hv_battery,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_inverter_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_inverter_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_inverter_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_inverter_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_motor_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_motor_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_motor_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_motor_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_actual_obc,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_hv_battery,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_hv_lv_converter,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_inverter_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_inverter_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_inverter_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_inverter_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_motor_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_motor_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_motor_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_max_motor_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_hv_battery,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_hv_lv_converter,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_inverter_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_inverter_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_inverter_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_inverter_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_motor_fl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_motor_fr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_motor_rl,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_temp_min_motor_rr,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_total_energy_hv_and_lv,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_trip_meter_reading,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_auxiliary_efficiency,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_cabin_climate_efficiency,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_driving_efficiency,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_lateral_accel_reliable,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_long_accel_reliable,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_motion_state,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_power_auxiliaries,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_power_climate_control,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_power_driving,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_power_grid_charging,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_power_regen,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_power_solar_yield,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
